n,Io,W,Rb,Rd,fo,Vg,Vs,Vd,Vth,iip3,gain,s11,nf,FOM,PWR,gm
21,0.00011042736311332831,8.836184825043249e-05,68.10396370887703,2771.0044090412403,1000000000.0,0.491703,0.011031599999999999,1.3511,0.4976382,2.5773,16.7912,-26.0085,9.216824105062756,13.8007456190293,0.0004903348,0.0034860000000000004
22,9.8612204148543e-05,8.7759024822803e-05,64.14636234187269,2691.8488775348496,1000000000.0,0.4856201,0.0096168,1.3964,0.4969574,4.2323,16.1791,-28.4372,9.683144836592385,14.715943978916041,0.0004473591,0.003249
23,0.00010331141232662029,8.561505634986846e-05,66.1650927260756,2704.259144656135,1000000000.0,0.4893241,0.010235300000000001,1.3817,0.49721730000000003,3.8137,16.5013,-27.1385,9.483177684394898,14.681822114761514,0.0004644071,0.0033339
24,9.527238739356766e-05,8.526628789396704e-05,64.13967028528357,2639.8886328448148,1000000000.0,0.4851026,0.009379400000000001,1.4139,0.4967748,4.0721,16.0369,-28.3839,9.789447324789805,14.419159806581478,0.00043471089999999997,0.0031680000000000002
25,0.00010772736251754259,8.194841630328854e-05,68.18438859634722,2711.635569216653,1000000000.0,0.49366350000000003,0.010837,1.369,0.497456,2.8788,16.8473,-25.7912,9.31307015172135,14.141719931853203,0.00047999589999999997,0.0034007
26,9.628455863140193e-05,8.193759698149709e-05,64.41539644569326,2644.6124289386275,1000000000.0,0.48737650000000005,0.0094727,1.411,0.4968107,4.1968,16.2173,-28.23,9.771251908096328,14.711692758036797,0.00043801669999999997,0.0031715
27,0.00010432653293685707,7.94467658833793e-05,67.30515951186882,2685.4908096088375,1000000000.0,0.4932048,0.010450599999999999,1.3831,0.4972525,3.4289,16.7492,-26.2691,9.448981605905521,14.556703130938926,0.0004672791,0.0033195000000000004
28,9.415007617919006e-05,7.960419890308341e-05,64.25811874627959,2621.3322820363373,1000000000.0,0.4874583,0.0092892,1.4211,0.4966897,4.0681,16.1557,-28.2821,9.855378471133466,14.510904343574762,0.0004296811,0.003114
29,0.00010636082466358918,7.645248009900677e-05,68.16222662803153,2698.624621095872,1000000000.0,0.4959976,0.0107031,1.3762,0.4973577,2.9234,16.9635,-25.664,9.385294256863755,14.27454456605202,0.0004740928,0.0033393000000000003
30,9.537673351024388e-05,7.67443168398898e-05,64.52443783983205,2640.581027721043,1000000000.0,0.4897208,0.0093918,1.4156,0.4967448,4.2025,16.3456,-28.1039,9.82954133156465,14.823824205717651,0.0004336775,0.0031215
31,0.00010254018525862717,7.44969951779711e-05,67.0938605397881,2678.8256509316157,1000000000.0,0.4950618,0.010257,1.3904,0.4971375,3.5388,16.827,-26.2748,9.539881742193408,14.712577189197168,0.0004597465,0.0032513
32,9.320957927962181e-05,7.479537451170446e-05,64.34883845826995,2622.570913903414,1000000000.0,0.4896376,0.0092017,1.4249,0.4966269,4.09,16.2705,-28.1482,9.914990460553366,14.62697467209987,0.0004251732,0.0030640999999999997
33,0.00010456980756958355,7.189399608078899e-05,67.97024233493556,2694.9690332709333,1000000000.0,0.4977518,0.0105107,1.3833,0.497245,3.0444,17.0283,-25.6338,9.472868249100458,14.43092137438109,0.0004665744,0.0032719
34,9.401529006478599e-05,7.239287620301183e-05,64.51552430467235,2642.599691971498,1000000000.0,0.4915029,0.009261,1.4206,0.4966628,4.1924,16.4204,-28.0165,9.90339656495955,14.867386678029188,0.0004276081,0.0030640000000000003
35,0.00010156737878186332,7.019259338191028e-05,67.1196781378976,2687.500803561524,1000000000.0,0.4971544,0.0101534,1.3934,0.4970756,3.4986,16.9324,-26.1163,9.59914532543632,14.755169303721988,0.0004551109,0.0031999
36,9.236012960497031e-05,7.065015338388313e-05,64.34555729029623,2638.0553692464637,1000000000.0,0.4916304,0.0091049,1.4267,0.49657470000000004,4.1174,16.3794,-28.0659,9.97427058848784,14.740706639001132,0.00042094619999999996,0.0030172
37,0.00010269557186382956,6.801435525727037e-05,67.63285536707511,2706.1116520923474,1000000000.0,0.49917720000000004,0.010287000000000001,1.3884,0.4971362,3.175,17.0785,-25.7048,9.567627224506113,14.579597413609562,0.0004586338,0.0032041
38,9.268058724862234e-05,6.864910576759665e-05,64.41583816449975,2657.79306439044,1000000000.0,0.4930584,0.0091166,1.4238,0.496589,4.1797,16.4884,-27.9856,9.978931446114018,14.900355636956746,0.0004215737,0.0030083
39,0.00010051270795393772,6.64646948804921e-05,67.03129590317734,2708.3218428426353,1000000000.0,0.4989787,0.0100245,1.395,0.49701530000000005,3.4713,17.0247,-26.0355,9.663836695699565,14.795520840177856,0.00045011419999999995,0.0031481
40,9.149307651275991e-05,6.70365644273262e-05,64.29294794612244,2661.261937797828,1000000000.0,0.4934155,0.008999,1.4275,0.4965265,4.1393,16.4773,-28.0083,10.034456885252201,14.838399869180579,0.0004166301,0.0029711
41,0.00010085374205337471,6.463363381906967e-05,67.2664318020637,2727.296920453083,1000000000.0,0.5004094,0.0100601,1.3922,0.49703590000000003,3.2928,17.1223,-25.8018,9.662261352152496,14.710342592633767,0.0004507411,0.0031381
42,9.13901921567681e-05,6.531900031519091e-05,64.278306942164,2680.1156834116964,1000000000.0,0.4944828,0.0089695,1.426,0.4965209,4.1694,16.5513,-27.9791,10.05417467576278,14.930562375074453,0.000415677,0.0029546000000000004
